----------------------------------LAWS----------------------------------
Law #0: 903, complexity: 28;
	Law #32 Criterion: 223;
	Law #33 Criterion: 269;
	Law #35 Criterion: 1303;
	Law #41 Criterion: 197;
	Law #42 Criterion: 661;
	Law #43 Criterion: 307;
	Law #45 Criterion: 887;
	Law #46 Criterion: 809;
	Law #47 Criterion: 1873;
	Law #49 Criterion: 821;
	Law #51 Criterion: 223;
	Law #52 Criterion: 743;
	Law #53 Criterion: 607;
	Law #57 Criterion: 17;
	Law #59 Criterion: 353;
	Law #61 Criterion: 823;
	Law #64 Criterion: 1231;
	Law #66 Criterion: 1051;
	Law #70 Criterion: 937;
	Law #76 Criterion: 283;
	Law #77 Criterion: 1103;
	Law #87 Criterion: 1307;
	Law #90 Criterion: 1549;
	Law #92 Criterion: 1171;
	Law #93 Criterion: 1523;
	Law #94 Criterion: 1093;
	Law #97 Criterion: 1801;
	Law #101 Criterion: 1451;
	Law #103 Criterion: 1181;
	Law #104 Criterion: 821;
	Law #106 Criterion: 1423;
	Law #108 Criterion: 541;
	Law #109 Criterion: 167;
	Law #111 Criterion: 1949;
	Law #113 Criterion: 241;
	Law #114 Criterion: 47;
	Law #117 Criterion: 1013;
	Law #119 Criterion: 811;
	Law #121 Criterion: 281;
	Law #122 Criterion: 499;
	Law #124 Criterion: 739;
	Law #126 Criterion: 1951;
	Law #128 Criterion: 409;
	Law #131 Criterion: 1741;
	Law #132 Criterion: 1069;
	Law #134 Criterion: 677;
	Law #137 Criterion: 787;
	Law #140 Criterion: 773;
	Law #144 Criterion: 541;
	Law #145 Criterion: 79;
	Law #146 Criterion: 269;
	Law #147 Criterion: 739;
	Law #149 Criterion: 1303;
	Law #150 Criterion: 1423;
	Law #153 Criterion: 509;
	Law #160 Criterion: 1481;
	Law #161 Criterion: 977;
	Law #162 Criterion: 1787;
	Law #163 Criterion: 1367;
	Law #164 Criterion: 1109;
	Law #165 Criterion: 1571;
	Law #171 Criterion: 1217;
	Law #172 Criterion: 1553;
	Law #174 Criterion: 307;
	Law #176 Criterion: 631;
Person #120
Wants to be in party: 1
Strategy of voting: party_voting
Votes for:
	Law #2 Criterion: 5;
	Law #8 Criterion: 101;
	Law #9 Criterion: 1669;
	Law #10 Criterion: 1151;
	Law #14 Criterion: 1223;
	Law #18 Criterion: 523;
	Law #19 Criterion: 509;
	Law #23 Criterion: 263;
	Law #25 Criterion: 439;
	Law #26 Criterion: 1979;
	Law #29 Criterion: 1301;
	Law #31 Criterion: 1289;
	Law #33 Criterion: 1061;
	Law #36 Criterion: 563;
	Law #38 Criterion: 941;
	Law #47 Criterion: 839;
	Law #50 Criterion: 1319;
	Law #51 Criterion: 547;
	Law #54 Criterion: 281;
	Law #55 Criterion: 313;
	Law #56 Criterion: 1439;
	Law #61 Criterion: 599;
	Law #63 Criterion: 223;
	Law #64 Criterion: 919;
	Law #65 Criterion: 1051;
	Law #66 Criterion: 277;
	Law #72 Criterion: 991;
	Law #74 Criterion: 1619;
	Law #77 Criterion: 449;
	Law #82 Criterion: 607;
	Law #85 Criterion: 1723;
	Law #86 Criterion: 911;
	Law #87 Criterion: 59;
	Law #88 Criterion: 1063;
	Law #89 Criterion: 1373;
	Law #92 Criterion: 1109;
	Law #95 Criterion: 1373;
	Law #97 Criterion: 733;
	Law #98 Criterion: 17;
	Law #100 Criterion: 97;
	Law #102 Criterion: 1277;
	Law #104 Criterion: 613;
	Law #106 Criterion: 467;
	Law #107 Criterion: 313;
	Law #108 Criterion: 1237;
	Law #110 Criterion: 991;
	Law #112 Criterion: 883;
	Law #117 Criterion: 953;
	Law #119 Criterion: 593;
	Law #121 Criterion: 1249;
	Law #123 Criterion: 967;
	Law #124 Criterion: 227;
	Law #125 Criterion: 29;
	Law #126 Criterion: 1801;
	Law #130 Criterion: 1097;
	Law #133 Criterion: 1669;
	Law #134 Criterion: 1093;
	Law #136 Criterion: 683;
	Law #138 Criterion: 617;
	Law #139 Criterion: 457;
	Law #140 Criterion: 839;
	Law #141 Criterion: 1193;
	Law #143 Criterion: 83;
	Law #144 Criterion: 359;
	Law #146 Criterion: 1103;
	Law #149 Criterion: 1979;
	Law #151 Criterion: 647;
	Law #153 Criterion: 1279;
	Law #156 Criterion: 823;
	Law #157 Criterion: 1279;
	Law #160 Criterion: 1907;
	Law #161 Criterion: 1087;
	Law #164 Criterion: 1879;
	Law #167 Criterion: 1787;
	Law #169 Criterion: 977;
	Law #170 Criterion: 487;
	Law #171 Criterion: 283;
	Law #174 Criterion: 1109;
	Law #175 Criterion: 631;
Person #121
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #3 Criterion: 17;
	Law #7 Criterion: 487;
	Law #9 Criterion: 1543;
	Law #11 Criterion: 617;
	Law #12 Criterion: 181;
	Law #13 Criterion: 719;
	Law #17 Criterion: 1723;
	Law #18 Criterion: 1117;
	Law #21 Criterion: 1889;
	Law #23 Criterion: 1613;
	Law #24 Criterion: 223;
	Law #25 Criterion: 1217;
	Law #26 Criterion: 47;
	Law #27 Criterion: 1913;
	Law #30 Criterion: 1447;
	Law #33 Criterion: 929;
	Law #35 Criterion: 461;
	Law #36 Criterion: 1747;
	Law #37 Criterion: 1039;
	Law #39 Criterion: 1987;
	Law #41 Criterion: 1153;
	Law #42 Criterion: 97;
	Law #45 Criterion: 809;
	Law #47 Criterion: 1789;
	Law #48 Criterion: 317;
	Law #52 Criterion: 733;
	Law #53 Criterion: 1117;
	Law #54 Criterion: 449;
	Law #57 Criterion: 971;
	Law #61 Criterion: 863;
	Law #62 Criterion: 317;
	Law #65 Criterion: 1439;
	Law #66 Criterion: 311;
	Law #67 Criterion: 569;
	Law #70 Criterion: 619;
	Law #73 Criterion: 83;
	Law #75 Criterion: 1747;
	Law #77 Criterion: 379;
	Law #81 Criterion: 229;
	Law #84 Criterion: 1493;
	Law #85 Criterion: 1523;
	Law #86 Criterion: 1789;
	Law #91 Criterion: 1061;
	Law #93 Criterion: 1409;
	Law #94 Criterion: 787;
	Law #95 Criterion: 1823;
	Law #98 Criterion: 1601;
	Law #99 Criterion: 263;
	Law #100 Criterion: 1051;
	Law #104 Criterion: 1499;
	Law #107 Criterion: 1723;
	Law #110 Criterion: 313;
	Law #112 Criterion: 373;
	Law #113 Criterion: 1993;
	Law #115 Criterion: 853;
	Law #117 Criterion: 127;
	Law #118 Criterion: 563;
	Law #121 Criterion: 383;
	Law #123 Criterion: 311;
	Law #124 Criterion: 1061;
	Law #125 Criterion: 1997;
	Law #126 Criterion: 41;
	Law #128 Criterion: 37;
	Law #129 Criterion: 1171;
	Law #132 Criterion: 1279;
	Law #133 Criterion: 1249;
	Law #134 Criterion: 461;
	Law #136 Criterion: 1439;
	Law #140 Criterion: 457;
	Law #141 Criterion: 1801;
	Law #142 Criterion: 1277;
	Law #143 Criterion: 239;
	Law #150 Criterion: 983;
	Law #151 Criterion: 1567;
	Law #152 Criterion: 1123;
	Law #154 Criterion: 191;
	Law #155 Criterion: 11;
	Law #157 Criterion: 263;
	Law #158 Criterion: 563;
	Law #159 Criterion: 1931;
	Law #160 Criterion: 37;
	Law #163 Criterion: 643;
	Law #164 Criterion: 773;
	Law #165 Criterion: 1367;
	Law #167 Criterion: 1439;
	Law #168 Criterion: 563;
	Law #169 Criterion: 1193;
	Law #170 Criterion: 1277;
	Law #173 Criterion: 1801;
	Law #175 Criterion: 1609;
Person #122
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 967;
	Law #2 Criterion: 827;
	Law #5 Criterion: 1289;
	Law #7 Criterion: 1109;
	Law #8 Criterion: 1327;
	Law #9 Criterion: 463;
	Law #15 Criterion: 239;
	Law #16 Criterion: 1993;
	Law #18 Criterion: 307;
	Law #19 Criterion: 593;
	Law #20 Criterion: 1187;
	Law #24 Criterion: 1931;
	Law #25 Criterion: 1667;
	Law #28 Criterion: 1439;
	Law #29 Criterion: 307;
	Law #30 Criterion: 331;
	Law #31 Criterion: 353;
	Law #33 Criterion: 1279;
	Law #34 Criterion: 977;
	Law #37 Criterion: 89;
	Law #38 Criterion: 977;
	Law #40 Criterion: 1549;
	Law #45 Criterion: 1049;
	Law #47 Criterion: 1097;
	Law #49 Criterion: 593;
	Law #54 Criterion: 661;
	Law #55 Criterion: 929;
	Law #56 Criterion: 193;
	Law #61 Criterion: 311;
	Law #64 Criterion: 1087;
	Law #67 Criterion: 379;
	Law #68 Criterion: 439;
	Law #72 Criterion: 193;
	Law #74 Criterion: 947;
	Law #75 Criterion: 1453;
	Law #76 Criterion: 919;
	Law #77 Criterion: 1583;
	Law #78 Criterion: 971;
	Law #79 Criterion: 337;
	Law #83 Criterion: 1429;
	Law #85 Criterion: 1453;
	Law #88 Criterion: 283;
	Law #91 Criterion: 997;
	Law #92 Criterion: 977;
	Law #94 Criterion: 1747;
	Law #100 Criterion: 587;
	Law #104 Criterion: 347;
	Law #105 Criterion: 37;
	Law #106 Criterion: 1033;
	Law #107 Criterion: 1877;
	Law #108 Criterion: 1567;
	Law #109 Criterion: 1907;
	Law #111 Criterion: 89;
	Law #112 Criterion: 367;
	Law #113 Criterion: 227;
	Law #114 Criterion: 1129;
	Law #116 Criterion: 1019;
	Law #117 Criterion: 1987;
	Law #118 Criterion: 379;
	Law #119 Criterion: 1699;
	Law #121 Criterion: 919;
	Law #122 Criterion: 251;
	Law #126 Criterion: 269;
	Law #127 Criterion: 1571;
	Law #132 Criterion: 509;
	Law #136 Criterion: 1783;
	Law #137 Criterion: 1217;
	Law #141 Criterion: 1567;
	Law #142 Criterion: 503;
	Law #143 Criterion: 1031;
	Law #144 Criterion: 617;
	Law #147 Criterion: 587;
	Law #148 Criterion: 1277;
	Law #149 Criterion: 1153;
	Law #150 Criterion: 241;
	Law #151 Criterion: 43;
	Law #153 Criterion: 773;
	Law #154 Criterion: 101;
	Law #155 Criterion: 1811;
	Law #157 Criterion: 1693;
	Law #165 Criterion: 113;
	Law #172 Criterion: 757;
	Law #173 Criterion: 149;
Person #123
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 193;
	Law #1 Criterion: 1657;
	Law #2 Criterion: 1877;
	Law #4 Criterion: 709;
	Law #6 Criterion: 113;
	Law #7 Criterion: 181;
	Law #10 Criterion: 1439;
	Law #13 Criterion: 947;
	Law #14 Criterion: 571;
	Law #15 Criterion: 1597;
	Law #16 Criterion: 1637;
	Law #17 Criterion: 137;
	Law #18 Criterion: 1229;
	Law #21 Criterion: 1327;
	Law #23 Criterion: 383;
	Law #25 Criterion: 1499;
	Law #26 Criterion: 1913;
	Law #29 Criterion: 1811;
	Law #36 Criterion: 1801;
	Law #38 Criterion: 821;
	Law #41 Criterion: 467;
	Law #46 Criterion: 2;
	Law #47 Criterion: 937;
	Law #48 Criterion: 739;
	Law #49 Criterion: 1453;
	Law #50 Criterion: 1237;
	Law #54 Criterion: 353;
	Law #55 Criterion: 1447;
	Law #57 Criterion: 353;
	Law #58 Criterion: 139;
	Law #61 Criterion: 757;
	Law #65 Criterion: 1061;
	Law #67 Criterion: 1423;
	Law #70 Criterion: 1549;
	Law #71 Criterion: 1571;
	Law #72 Criterion: 1699;
	Law #75 Criterion: 439;
	Law #77 Criterion: 619;
	Law #79 Criterion: 1877;
	Law #81 Criterion: 163;
	Law #82 Criterion: 1019;
	Law #84 Criterion: 491;
	Law #87 Criterion: 1459;
	Law #89 Criterion: 661;
	Law #94 Criterion: 1511;
	Law #96 Criterion: 937;
	Law #97 Criterion: 1741;
	Law #98 Criterion: 269;
	Law #99 Criterion: 383;
	Law #107 Criterion: 1109;
	Law #111 Criterion: 859;
	Law #112 Criterion: 1493;
	Law #115 Criterion: 53;
	Law #120 Criterion: 673;
	Law #124 Criterion: 463;
	Law #127 Criterion: 593;
	Law #130 Criterion: 97;
	Law #131 Criterion: 719;
	Law #133 Criterion: 1801;
	Law #134 Criterion: 1181;
	Law #136 Criterion: 1447;
	Law #137 Criterion: 881;
	Law #138 Criterion: 17;
	Law #139 Criterion: 439;
	Law #141 Criterion: 17;
	Law #142 Criterion: 1093;
	Law #144 Criterion: 1097;
	Law #147 Criterion: 1549;
	Law #149 Criterion: 613;
	Law #151 Criterion: 1091;
	Law #153 Criterion: 397;
	Law #156 Criterion: 491;
	Law #158 Criterion: 757;
	Law #159 Criterion: 73;
	Law #160 Criterion: 227;
	Law #161 Criterion: 1997;
	Law #164 Criterion: 853;
	Law #166 Criterion: 647;
	Law #168 Criterion: 1153;
	Law #171 Criterion: 281;
Person #124
Wants to be in party: 0
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 787;
	Law #6 Criterion: 1913;
	Law #7 Criterion: 1811;
	Law #10 Criterion: 751;
	Law #12 Criterion: 499;
	Law #15 Criterion: 1933;
	Law #16 Criterion: 1627;
	Law #19 Criterion: 1097;
	Law #21 Criterion: 223;
	Law #24 Criterion: 337;
	Law #25 Criterion: 1549;
	Law #26 Criterion: 1721;
	Law #30 Criterion: 313;
	Law #31 Criterion: 647;
	Law #32 Criterion: 617;
	Law #33 Criterion: 683;
	Law #35 Criterion: 31;
	Law #38 Criterion: 1619;
	Law #40 Criterion: 1009;
	Law #42 Criterion: 383;
	Law #43 Criterion: 443;
	Law #45 Criterion: 1429;
	Law #51 Criterion: 467;
	Law #55 Criterion: 1279;
	Law #56 Criterion: 1987;
	Law #58 Criterion: 313;
	Law #59 Criterion: 739;
	Law #60 Criterion: 1381;
	Law #61 Criterion: 709;
	Law #64 Criterion: 1321;
	Law #65 Criterion: 223;
	Law #69 Criterion: 1607;
	Law #70 Criterion: 1381;
	Law #72 Criterion: 797;
	Law #75 Criterion: 1747;
	Law #76 Criterion: 271;
	Law #79 Criterion: 31;
	Law #81 Criterion: 1277;
	Law #83 Criterion: 1319;
	Law #84 Criterion: 1973;
	Law #85 Criterion: 431;
	Law #87 Criterion: 1451;
	Law #90 Criterion: 919;
	Law #91 Criterion: 1171;
	Law #92 Criterion: 23;
	Law #97 Criterion: 433;
	Law #100 Criterion: 19;
	Law #101 Criterion: 1217;
	Law #102 Criterion: 1213;
	Law #104 Criterion: 1201;
	Law #105 Criterion: 1499;
	Law #106 Criterion: 379;
	Law #109 Criterion: 13;
	Law #110 Criterion: 521;
	Law #111 Criterion: 773;
	Law #113 Criterion: 563;
	Law #115 Criterion: 1301;
	Law #116 Criterion: 1553;
	Law #121 Criterion: 1051;
	Law #122 Criterion: 67;
	Law #123 Criterion: 1447;
	Law #124 Criterion: 1439;
	Law #125 Criterion: 857;
	Law #126 Criterion: 983;
	Law #128 Criterion: 1783;
	Law #129 Criterion: 1069;
	Law #133 Criterion: 1949;
	Law #134 Criterion: 487;
	Law #136 Criterion: 1879;
	Law #138 Criterion: 1579;
	Law #139 Criterion: 443;
	Law #141 Criterion: 1231;
	Law #143 Criterion: 283;
	Law #144 Criterion: 31;
	Law #145 Criterion: 1559;
	Law #146 Criterion: 887;
	Law #147 Criterion: 1223;
	Law #148 Criterion: 557;
	Law #149 Criterion: 1619;
	Law #151 Criterion: 1913;
	Law #158 Criterion: 251;
	Law #159 Criterion: 1607;
	Law #160 Criterion: 743;
	Law #163 Criterion: 107;
	Law #166 Criterion: 11;
	Law #167 Criterion: 1783;
	Law #168 Criterion: 137;
	Law #169 Criterion: 1733;
	Law #170 Criterion: 1171;
	Law #171 Criterion: 719;
Person #125
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 1087;
	Law #2 Criterion: 137;
	Law #3 Criterion: 23;
	Law #4 Criterion: 1669;
	Law #6 Criterion: 1667;
	Law #8 Criterion: 643;
	Law #9 Criterion: 673;
	Law #12 Criterion: 521;
	Law #13 Criterion: 1327;
	Law #14 Criterion: 709;
	Law #15 Criterion: 1951;
	Law #16 Criterion: 1609;
	Law #20 Criterion: 1427;
	Law #22 Criterion: 61;
	Law #26 Criterion: 1361;
	Law #27 Criterion: 1459;
	Law #29 Criterion: 971;
	Law #30 Criterion: 1847;
	Law #31 Criterion: 1069;
	Law #34 Criterion: 61;
	Law #35 Criterion: 751;
	Law #36 Criterion: 677;
	Law #37 Criterion: 883;
	Law #40 Criterion: 257;
	Law #41 Criterion: 557;
	Law #43 Criterion: 521;
	Law #44 Criterion: 461;
	Law #45 Criterion: 1933;
	Law #48 Criterion: 661;
	Law #52 Criterion: 479;
	Law #53 Criterion: 227;
	Law #55 Criterion: 157;
	Law #56 Criterion: 1039;
	Law #58 Criterion: 127;
	Law #60 Criterion: 1039;
	Law #63 Criterion: 521;
	Law #65 Criterion: 419;
	Law #70 Criterion: 991;
	Law #72 Criterion: 521;
	Law #74 Criterion: 1733;
	Law #76 Criterion: 127;
	Law #80 Criterion: 1951;
	Law #82 Criterion: 1381;
	Law #86 Criterion: 317;
	Law #87 Criterion: 1741;
	Law #91 Criterion: 947;
	Law #94 Criterion: 1669;
	Law #96 Criterion: 677;
	Law #97 Criterion: 113;
	Law #103 Criterion: 1423;
	Law #108 Criterion: 563;
	Law #109 Criterion: 953;
	Law #110 Criterion: 1151;
	Law #111 Criterion: 1153;
	Law #112 Criterion: 1307;
	Law #113 Criterion: 1999;
	Law #114 Criterion: 1153;
	Law #115 Criterion: 73;
	Law #116 Criterion: 1229;
	Law #119 Criterion: 1583;
	Law #120 Criterion: 883;
	Law #121 Criterion: 727;
	Law #125 Criterion: 131;
	Law #129 Criterion: 1409;
	Law #131 Criterion: 1291;
	Law #132 Criterion: 983;
	Law #133 Criterion: 1117;
	Law #134 Criterion: 811;
	Law #137 Criterion: 127;
	Law #138 Criterion: 11;
	Law #139 Criterion: 1307;
	Law #141 Criterion: 1213;
	Law #143 Criterion: 751;
	Law #144 Criterion: 1471;
	Law #145 Criterion: 1607;
	Law #147 Criterion: 1171;
	Law #148 Criterion: 223;
	Law #149 Criterion: 421;
	Law #150 Criterion: 499;
	Law #151 Criterion: 1499;
	Law #152 Criterion: 1231;
	Law #153 Criterion: 137;
	Law #155 Criterion: 661;
	Law #156 Criterion: 1117;
	Law #158 Criterion: 1373;
	Law #161 Criterion: 997;
	Law #162 Criterion: 1019;
	Law #163 Criterion: 271;
	Law #165 Criterion: 53;
	Law #166 Criterion: 761;
	Law #167 Criterion: 757;
	Law #170 Criterion: 61;
	Law #172 Criterion: 277;
	Law #173 Criterion: 1511;
Person #126
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #1 Criterion: 1487;
	Law #3 Criterion: 1303;
	Law #4 Criterion: 487;
	Law #7 Criterion: 1303;
	Law #9 Criterion: 719;
	Law #14 Criterion: 457;
	Law #16 Criterion: 467;
	Law #17 Criterion: 199;
	Law #19 Criterion: 1361;
	Law #20 Criterion: 1499;
	Law #21 Criterion: 1019;
	Law #22 Criterion: 43;
	Law #25 Criterion: 823;
	Law #26 Criterion: 967;
	Law #27 Criterion: 1747;
	Law #32 Criterion: 31;
	Law #33 Criterion: 1291;
	Law #34 Criterion: 1259;
	Law #37 Criterion: 1693;
	Law #38 Criterion: 739;
	Law #39 Criterion: 1151;
	Law #40 Criterion: 457;
	Law #41 Criterion: 1187;
	Law #42 Criterion: 653;
	Law #45 Criterion: 199;
	Law #46 Criterion: 521;
	Law #50 Criterion: 773;
	Law #53 Criterion: 151;
	Law #55 Criterion: 31;
	Law #57 Criterion: 877;
	Law #59 Criterion: 1171;
	Law #60 Criterion: 233;
	Law #61 Criterion: 809;
	Law #62 Criterion: 373;
	Law #65 Criterion: 1033;
	Law #66 Criterion: 1997;
	Law #68 Criterion: 151;
	Law #69 Criterion: 431;
	Law #70 Criterion: 199;
	Law #75 Criterion: 1493;
	Law #76 Criterion: 421;
	Law #79 Criterion: 1187;
	Law #84 Criterion: 457;
	Law #85 Criterion: 1381;
	Law #90 Criterion: 1583;
	Law #92 Criterion: 97;
	Law #94 Criterion: 1373;
	Law #95 Criterion: 19;
	Law #97 Criterion: 769;
	Law #98 Criterion: 599;
	Law #99 Criterion: 1433;
	Law #102 Criterion: 337;
	Law #104 Criterion: 389;
	Law #106 Criterion: 1447;
	Law #109 Criterion: 127;
	Law #110 Criterion: 1319;
	Law #113 Criterion: 317;
	Law #114 Criterion: 1373;
	Law #116 Criterion: 1459;
	Law #118 Criterion: 233;
	Law #119 Criterion: 1033;
	Law #121 Criterion: 823;
	Law #122 Criterion: 1723;
	Law #123 Criterion: 761;
	Law #124 Criterion: 1129;
	Law #125 Criterion: 1483;
	Law #127 Criterion: 1733;
	Law #129 Criterion: 167;
	Law #131 Criterion: 241;
	Law #136 Criterion: 443;
	Law #139 Criterion: 163;
	Law #141 Criterion: 433;
	Law #142 Criterion: 503;
	Law #143 Criterion: 1321;
	Law #144 Criterion: 1489;
	Law #146 Criterion: 997;
	Law #148 Criterion: 1571;
	Law #155 Criterion: 97;
	Law #157 Criterion: 1667;
	Law #163 Criterion: 1699;
	Law #166 Criterion: 1493;
	Law #167 Criterion: 1553;
	Law #171 Criterion: 593;
	Law #174 Criterion: 479;
	Law #175 Criterion: 1493;
	Law #176 Criterion: 839;
Person #127
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 173;
	Law #1 Criterion: 881;
	Law #2 Criterion: 1531;
	Law #3 Criterion: 311;
	Law #12 Criterion: 1051;
	Law #13 Criterion: 1123;
	Law #14 Criterion: 97;
	Law #16 Criterion: 1951;
	Law #17 Criterion: 1889;
	Law #18 Criterion: 19;
	Law #20 Criterion: 1783;
	Law #21 Criterion: 13;
	Law #24 Criterion: 1951;
	Law #26 Criterion: 823;
	Law #33 Criterion: 1499;
	Law #35 Criterion: 601;
	Law #36 Criterion: 1439;
	Law #37 Criterion: 211;
	Law #39 Criterion: 1579;
	Law #40 Criterion: 401;
	Law #41 Criterion: 1193;
	Law #42 Criterion: 113;
	Law #43 Criterion: 1367;
	Law #46 Criterion: 569;
	Law #47 Criterion: 593;
	Law #50 Criterion: 29;
	Law #51 Criterion: 1307;
	Law #54 Criterion: 1951;
	Law #55 Criterion: 223;
	Law #56 Criterion: 1319;
	Law #63 Criterion: 1259;
	Law #68 Criterion: 1439;
	Law #69 Criterion: 733;
	Law #71 Criterion: 1307;
	Law #72 Criterion: 607;
	Law #73 Criterion: 1583;
	Law #74 Criterion: 1321;
	Law #76 Criterion: 827;
	Law #78 Criterion: 1223;
	Law #79 Criterion: 941;
	Law #80 Criterion: 307;
	Law #84 Criterion: 1607;
	Law #85 Criterion: 1103;
	Law #86 Criterion: 1471;
	Law #89 Criterion: 863;
	Law #93 Criterion: 797;
	Law #97 Criterion: 1439;
	Law #99 Criterion: 157;
	Law #103 Criterion: 1033;
	Law #105 Criterion: 1973;
	Law #108 Criterion: 31;
	Law #112 Criterion: 1523;
	Law #114 Criterion: 103;
	Law #115 Criterion: 463;
	Law #116 Criterion: 853;
	Law #117 Criterion: 11;
	Law #118 Criterion: 1447;
	Law #122 Criterion: 739;
	Law #123 Criterion: 1489;
	Law #127 Criterion: 673;
	Law #128 Criterion: 1789;
	Law #131 Criterion: 1409;
	Law #135 Criterion: 1201;
	Law #138 Criterion: 563;
	Law #140 Criterion: 811;
	Law #141 Criterion: 1663;
	Law #142 Criterion: 1493;
	Law #143 Criterion: 1181;
	Law #145 Criterion: 89;
	Law #146 Criterion: 587;
	Law #147 Criterion: 1741;
	Law #149 Criterion: 983;
	Law #150 Criterion: 709;
	Law #152 Criterion: 409;
	Law #153 Criterion: 1019;
	Law #154 Criterion: 1571;
	Law #155 Criterion: 643;
	Law #158 Criterion: 1427;
	Law #159 Criterion: 1523;
	Law #161 Criterion: 167;
	Law #166 Criterion: 347;
	Law #167 Criterion: 353;
	Law #174 Criterion: 2;
	Law #175 Criterion: 1987;
Person #128
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #0 Criterion: 2;
	Law #4 Criterion: 311;
	Law #6 Criterion: 599;
	Law #7 Criterion: 433;
	Law #8 Criterion: 1013;
	Law #13 Criterion: 499;
	Law #15 Criterion: 1553;
	Law #16 Criterion: 401;
	Law #18 Criterion: 1801;
	Law #22 Criterion: 601;
	Law #27 Criterion: 127;
	Law #28 Criterion: 1861;
	Law #29 Criterion: 1901;
	Law #31 Criterion: 569;
	Law #32 Criterion: 701;
	Law #33 Criterion: 389;
	Law #34 Criterion: 17;
	Law #36 Criterion: 877;
	Law #38 Criterion: 1607;
	Law #39 Criterion: 1949;
	Law #41 Criterion: 1667;
	Law #43 Criterion: 103;
	Law #44 Criterion: 509;
	Law #45 Criterion: 43;
	Law #47 Criterion: 1543;
	Law #49 Criterion: 1367;
	Law #52 Criterion: 821;
	Law #53 Criterion: 1087;
	Law #57 Criterion: 1493;
	Law #58 Criterion: 1889;
	Law #59 Criterion: 1583;
	Law #60 Criterion: 1667;
	Law #61 Criterion: 883;
	Law #65 Criterion: 109;
	Law #67 Criterion: 1583;
	Law #70 Criterion: 919;
	Law #73 Criterion: 1877;
	Law #74 Criterion: 43;
	Law #76 Criterion: 617;
	Law #80 Criterion: 1097;
	Law #87 Criterion: 577;
	Law #88 Criterion: 499;
	Law #89 Criterion: 227;
	Law #91 Criterion: 1607;
	Law #98 Criterion: 1553;
	Law #100 Criterion: 859;
	Law #101 Criterion: 83;
	Law #103 Criterion: 1523;
	Law #107 Criterion: 751;
	Law #108 Criterion: 461;
	Law #111 Criterion: 53;
	Law #112 Criterion: 1213;
	Law #114 Criterion: 983;
	Law #118 Criterion: 241;
	Law #120 Criterion: 659;
	Law #121 Criterion: 73;
	Law #122 Criterion: 1777;
	Law #123 Criterion: 487;
	Law #125 Criterion: 1699;
	Law #126 Criterion: 1069;
	Law #127 Criterion: 457;
	Law #130 Criterion: 809;
	Law #133 Criterion: 1151;
	Law #135 Criterion: 487;
	Law #136 Criterion: 199;
	Law #138 Criterion: 1811;
	Law #139 Criterion: 307;
	Law #140 Criterion: 613;
	Law #141 Criterion: 587;
	Law #146 Criterion: 1091;
	Law #147 Criterion: 787;
	Law #149 Criterion: 521;
	Law #152 Criterion: 1427;
	Law #155 Criterion: 1777;
	Law #156 Criterion: 37;
	Law #157 Criterion: 227;
	Law #163 Criterion: 281;
	Law #166 Criterion: 613;
	Law #167 Criterion: 701;
	Law #172 Criterion: 107;
	Law #173 Criterion: 857;
	Law #174 Criterion: 383;
	Law #175 Criterion: 1789;
	Law #176 Criterion: 419;
Person #129
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #2 Criterion: 137;
	Law #3 Criterion: 197;
	Law #5 Criterion: 149;
	Law #6 Criterion: 199;
	Law #7 Criterion: 1787;
	Law #9 Criterion: 1753;
	Law #11 Criterion: 1783;
	Law #13 Criterion: 1709;
	Law #14 Criterion: 353;
	Law #15 Criterion: 617;
	Law #16 Criterion: 977;
	Law #17 Criterion: 443;
	Law #19 Criterion: 887;
	Law #20 Criterion: 67;
	Law #22 Criterion: 1663;
	Law #25 Criterion: 773;
	Law #27 Criterion: 571;
	Law #28 Criterion: 1481;
	Law #32 Criterion: 487;
	Law #34 Criterion: 1061;
	Law #36 Criterion: 743;
	Law #37 Criterion: 1847;
	Law #38 Criterion: 409;
	Law #40 Criterion: 137;
	Law #41 Criterion: 1723;
	Law #43 Criterion: 1567;
	Law #44 Criterion: 1213;
	Law #45 Criterion: 1217;
	Law #48 Criterion: 877;
	Law #49 Criterion: 1523;
	Law #50 Criterion: 7;
	Law #52 Criterion: 1303;
	Law #53 Criterion: 491;
	Law #59 Criterion: 367;
	Law #62 Criterion: 1867;
	Law #63 Criterion: 1871;
	Law #64 Criterion: 907;
	Law #65 Criterion: 103;
	Law #66 Criterion: 743;
	Law #67 Criterion: 241;
	Law #69 Criterion: 139;
	Law #70 Criterion: 1823;
	Law #73 Criterion: 1901;
	Law #75 Criterion: 1187;
	Law #76 Criterion: 1601;
	Law #77 Criterion: 1279;
	Law #79 Criterion: 1873;
